Food Name,State,Type,Allergic Ingredients,Total Calories,Total Carbs,Total Fats,Total Protein,Total Sugar,Total Sodium,Vitamin Content,Morning,Afternoon,Night
Gobi Parantha,Punjab,Veg,Gluten,275,45,8.0,4,2,300,Vitamin C,No,Yes,Yes
Aloo Gobi,Punjab,Veg,None,300,30,15.0,6,3,250,Vitamin C,No,Yes,Yes
Bhindi Masala,Punjab,Veg,None,200,20,10.0,5,2,150,Vitamin C,No,Yes,Yes
Dahi Bhalla,Punjab,Veg,Dairy,350,40,15.0,10,5,500,"Vitamin B, Vitamin C",No,Yes,Yes
Paneer Tikka,Punjab,Veg,Dairy,250,8,20.0,2,1,400,"Vitamin A, Vitamin B",No,Yes,Yes
Lassi,Punjab,Veg,Dairy,200,20,7.0,10,8,250,"Vitamin B, Vitamin D",No,Yes,Yes
Kachori,Punjab,Veg,Gluten,400,55,20.0,12,5,500,Vitamin B,Yes,No,No
Tandoori Roti,Punjab,Veg,Gluten,150,30,2.0,1,1,100,Vitamin B,No,Yes,Yes
Chana Masala,Punjab,Veg,None,350,55,8.0,6,4,300,Vitamin B,No,Yes,Yes
Pulao,Punjab,Veg,None,400,65,8.0,5,3,250,Vitamin B,No,Yes,Yes
Kheer,Punjab,Veg,Dairy,350,45,12.0,20,10,300,"Vitamin B, Vitamin D",No,Yes,Yes
Murg Malai Tikka,Punjab,Non-Veg,Dairy,400,10,30.0,3,2,500,Vitamin B,No,Yes,Yes
Kachori Chaat,Punjab,Veg,Gluten,450,60,20.0,10,5,600,Vitamin C,Yes,No,No
Paneer Butter Masala,Punjab,Veg,Dairy,500,20,30.0,10,4,600,"Vitamin A, Vitamin B",No,Yes,Yes
Chole Chaat,Punjab,Veg,None,350,55,12.0,8,3,400,Vitamin C,No,Yes,Yes
Jalebi,Punjab,Veg,Gluten,300,70,10.0,30,15,200,Vitamin A,No,Yes,Yes
Pakora,Punjab,Veg,Gluten,250,30,15.0,12,5,300,Vitamin B,No,Yes,Yes
Baingan Bharta,Punjab,Veg,None,250,20,15.0,8,3,200,Vitamin C,No,Yes,Yes
Pindi Chole,Punjab,Veg,None,350,65,10.0,6,4,300,Vitamin B,No,Yes,Yes
Karela Sabzi,Punjab,Veg,None,200,15,7.0,5,2,150,Vitamin C,No,Yes,Yes
Samosa,Punjab,Veg,Gluten,250,30,15.0,8,4,300,Vitamin B,No,Yes,Yes
Aloo Methi,Punjab,Veg,None,220,20,10.0,5,2,200,Vitamin C,No,Yes,Yes
Chana Pulao,Punjab,Veg,None,350,55,8.0,5,3,250,Vitamin B,No,Yes,Yes
Khichdi,Punjab,Veg,None,300,50,8.0,3,2,200,Vitamin B,No,Yes,Yes
Paneer Bhurji,Punjab,Veg,Dairy,350,10,25.0,5,3,400,"Vitamin A, Vitamin C",No,Yes,Yes
Butter Naan,Punjab,Veg,Gluten,250,40,10.0,6,3,400,Vitamin B,No,Yes,Yes
Dum Aloo,Punjab,Veg,None,300,25,12.0,6,4,250,Vitamin C,No,Yes,Yes
Chole Pulao,Punjab,Veg,None,400,60,8.0,5,3,300,Vitamin B,No,Yes,Yes
Bhindi Fry,Punjab,Veg,None,180,15,8.0,4,1,150,Vitamin C,No,Yes,Yes
Litti Chokha,Punjab,Veg,Gluten,400,50,10.0,8,4,300,Vitamin C,No,Yes,Yes
Tandoori Naan,Punjab,Veg,Gluten,230,40,7.0,3,2,350,Vitamin B,No,Yes,Yes
Dhokla,Punjab,Veg,Gluten,200,35,6.0,8,3,200,Vitamin B,No,Yes,Yes
Tandoori Aloo,Punjab,Veg,None,250,30,10.0,5,2,200,Vitamin C,No,Yes,Yes
Prawn Masala,Punjab,Non-Veg,Seafood,450,12,30.0,6,2,600,"Vitamin A, Vitamin B",No,Yes,Yes
Veg Biryani,Punjab,Veg,None,400,65,8.0,5,4,300,Vitamin B,No,Yes,Yes
Masala Dosa,Punjab,Veg,Gluten,350,50,15.0,5,2,300,Vitamin C,Yes,No,Yes
Chole Tikki,Punjab,Veg,Gluten,300,50,15.0,7,4,350,Vitamin B,No,Yes,Yes
Pakora Chaat,Punjab,Veg,Gluten,450,60,20.0,10,5,600,Vitamin C,No,Yes,Yes
Methi Parantha,Punjab,Veg,Gluten,300,35,10.0,4,2,350,Vitamin C,No,Yes,Yes
Ghee Rice,Punjab,Veg,Dairy,300,60,15.0,2,1,300,Vitamin B,No,Yes,Yes
Gosht Korma,Punjab,Non-Veg,None,450,20,30.0,8,4,600,Vitamin A,No,Yes,Yes
Naan,Punjab,Veg,Gluten,220,40,7.0,2,2,350,Vitamin B,No,Yes,Yes
Paneer Kofta,Punjab,Veg,Dairy,400,25,20.0,8,5,400,"Vitamin A, Vitamin B",No,Yes,Yes
Palak Chole,Punjab,Veg,None,300,45,10.0,6,3,250,Vitamin C,No,Yes,Yes
Lachha Paratha,Punjab,Veg,Gluten,350,50,15.0,6,4,350,Vitamin B,Yes,No,No
Butter Paneer,Punjab,Veg,Dairy,450,20,30.0,10,5,500,"Vitamin A, Vitamin B",No,Yes,Yes
Paneer Tikka Masala,Punjab,Veg,Dairy,500,15,30.0,8,6,600,"Vitamin A, Vitamin C",No,Yes,Yes
Amritsari Chole,Punjab,Veg,None,350,60,8.0,6,3,300,Vitamin B,No,Yes,Yes
Dal Tadka,Punjab,Veg,None,350,45,10.0,7,2,300,Vitamin B,No,Yes,Yes
Chana Chaat,Punjab,Veg,None,250,40,5.0,7,4,200,Vitamin C,No,Yes,Yes
Aloo Gobhi,Punjab,Veg,None,300,20,15.0,6,3,250,Vitamin C,No,Yes,Yes
Rajma,Punjab,Veg,None,350,60,8.0,5,2,300,Vitamin B,No,Yes,Yes
Kashmiri Dum Aloo,Punjab,Veg,None,300,25,15.0,6,4,250,Vitamin C,No,Yes,Yes
Vegetable Pulao,Punjab,Veg,None,400,60,8.0,5,3,250,Vitamin B,No,Yes,Yes
Chole,Punjab,Veg,None,350,60,10.0,7,5,300,Vitamin B,No,Yes,Yes
Rajma Chawal,Punjab,Veg,None,400,65,8.0,5,4,300,Vitamin B,No,Yes,Yes
Aloo Parantha,Punjab,Veg,Gluten,250,40,10.0,5,2,300,Vitamin C,No,Yes,Yes
Aloo Gobi,Punjab,Veg,None,300,20,15.0,6,3,250,Vitamin C,No,Yes,Yes
Soya Dosa,Puducherry,Vegan,Soy,230,40,8.0,9,2,210,"Vitamin A, Vitamin B",Yes,No,Yes
Prawn Curry,Puducherry,Non-Veg,Shellfish,320,15,20.0,25,4,370,"Vitamin B12, Vitamin D",No,Yes,Yes
Chettinad Chicken,Puducherry,Non-Veg,None,450,10,30.0,38,3,580,"Vitamin B6, Vitamin C",No,Yes,Yes
Idiyappam,Puducherry,Veg,Gluten,180,35,4.0,5,0,120,"Vitamin B1, Vitamin B3",Yes,No,No
Mutton Biryani,Puducherry,Non-Veg,None,550,55,25.0,35,6,620,"Vitamin B12, Vitamin D",No,Yes,Yes
Vatha Kuzhambu,Puducherry,Veg,None,150,25,6.0,4,2,170,"Vitamin C, Vitamin B2",No,Yes,Yes
Coconut Rice,Puducherry,Vegan,Coconut,240,35,10.0,6,1,280,"Vitamin E, Vitamin B",No,Yes,Yes
Karuvadu Curry,Puducherry,Non-Veg,Fish,300,18,16.0,22,1,430,"Vitamin D, Vitamin B12",No,Yes,Yes
Paal Payasam,Puducherry,Veg,Dairy,350,60,8.0,6,35,120,"Vitamin B2, Vitamin A",No,Yes,Yes
Vegetable Kurma,Puducherry,Veg,None,200,20,8.0,5,6,300,"Vitamin C, Vitamin B6",No,Yes,Yes
Fish Fry,Puducherry,Non-Veg,Fish,380,12,28.0,30,2,480,"Vitamin D, Omega-3",No,Yes,Yes
Paneer Masala,Puducherry,Veg,Dairy,400,25,24.0,18,7,250,"Vitamin A, Vitamin B12",No,Yes,Yes
Adai,Puducherry,Vegan,None,220,30,10.0,8,2,180,"Vitamin B1, Vitamin C",No,Yes,Yes
Thenga Podi,Puducherry,Vegan,None,210,20,14.0,6,1,190,"Vitamin E, Vitamin B",No,Yes,Yes
Tamarind Rice,Puducherry,Vegan,None,250,40,10.0,5,2,200,"Vitamin B3, Vitamin B1",No,Yes,Yes
Meen Kozhambu,Puducherry,Non-Veg,Fish,320,10,18.0,25,1,470,"Vitamin D, Omega-3",No,Yes,Yes
Kozhukattai,Puducherry,Veg,Gluten,180,35,5.0,4,0,110,"Vitamin B6, Vitamin B12",No,Yes,Yes
Sambar,Puducherry,Veg,None,140,15,6.0,6,3,300,"Vitamin A, Vitamin C",No,Yes,Yes
Aloo Poriyal,Puducherry,Vegan,None,210,35,8.0,3,1,220,"Vitamin C, Vitamin B6",No,Yes,Yes
Thayir Sadam,Puducherry,Veg,Dairy,190,30,5.0,7,3,140,"Vitamin A, Vitamin B2",No,Yes,Yes
Keerai Masiyal,Puducherry,Vegan,None,150,12,6.0,5,2,150,"Vitamin A, Vitamin C",No,Yes,Yes
Rava Kesari,Puducherry,Veg,Gluten,380,50,12.0,6,40,110,"Vitamin B6, Vitamin A",No,Yes,Yes
Egg Curry,Puducherry,Non-Veg,Egg,270,12,18.0,18,2,320,"Vitamin D, Vitamin B12",No,Yes,Yes
Beetroot Poriyal,Puducherry,Vegan,None,130,20,5.0,2,6,110,"Vitamin C, Vitamin B9",No,Yes,Yes
Chow Chow Kootu,Puducherry,Vegan,None,140,18,8.0,5,2,180,"Vitamin C, Vitamin A",No,Yes,Yes
Paruppu Usili,Puducherry,Veg,None,200,25,12.0,8,1,220,"Vitamin B6, Vitamin A",No,Yes,Yes
Pongal,Puducherry,Veg,None,320,40,10.0,8,4,270,"Vitamin B1, Vitamin B3",No,Yes,Yes
Banana Chips,Puducherry,Vegan,None,250,30,15.0,3,5,210,"Vitamin A, Vitamin C",No,Yes,Yes
Chicken Fry,Puducherry,Non-Veg,None,420,10,28.0,35,1,490,"Vitamin B6, Vitamin B12",No,Yes,Yes
Puli Kuzhambu,Puducherry,Vegan,None,180,25,8.0,5,1,150,"Vitamin C, Vitamin A",No,Yes,Yes
Curd Rice,Puducherry,Veg,Dairy,220,35,6.0,8,3,160,"Vitamin B2, Vitamin A",No,Yes,Yes
Thattai,Puducherry,Vegan,None,200,22,10.0,5,2,150,"Vitamin B1, Vitamin E",No,Yes,Yes
Avial,Puducherry,Veg,None,180,18,8.0,4,2,130,"Vitamin A, Vitamin C",No,Yes,Yes
Shrimp Fry,Puducherry,Non-Veg,Shellfish,310,12,20.0,24,1,390,"Vitamin B12, Vitamin D",No,Yes,Yes
Rasam,Puducherry,Vegan,None,100,12,4.0,2,3,180,"Vitamin C, Vitamin A",No,Yes,Yes
Kara Chutney,Puducherry,Vegan,None,80,5,4.0,2,1,130,"Vitamin C, Vitamin A",No,Yes,Yes
Egg Bhurji,Puducherry,Non-Veg,Egg,210,6,14.0,16,2,240,"Vitamin D, Vitamin B12",No,Yes,Yes
Kuzhi Paniyaram,Puducherry,Veg,Gluten,180,22,8.0,6,2,160,"Vitamin B1, Vitamin C",No,Yes,Yes
Ellu Podi,Puducherry,Vegan,Sesame,150,8,12.0,4,1,110,"Vitamin E, Vitamin B1",No,Yes,Yes
Cabbage Poriyal,Puducherry,Vegan,None,120,10,6.0,3,2,100,"Vitamin C, Vitamin A",No,Yes,Yes
Masala Vada,Puducherry,Vegan,None,250,22,12.0,6,3,160,"Vitamin B6, Vitamin C",Yes,No,No
Thengai Chutney,Puducherry,Vegan,Coconut,120,8,8.0,2,1,90,"Vitamin E, Vitamin B6",No,Yes,Yes
Vendakkai Fry,Puducherry,Vegan,None,160,14,10.0,4,2,130,"Vitamin C, Vitamin B9",No,Yes,Yes
Sweet Pongal,Puducherry,Veg,Dairy,320,55,10.0,6,30,100,"Vitamin B1, Vitamin A",No,Yes,Yes
Egg Appam,Puducherry,Non-Veg,Egg,280,35,12.0,12,4,250,"Vitamin D, Vitamin B12",Yes,No,No
Milagu Rasam,Puducherry,Vegan,None,90,10,3.0,2,1,160,"Vitamin C, Vitamin B6",No,Yes,Yes
Mango Pachadi,Puducherry,Vegan,None,150,18,6.0,3,10,90,"Vitamin A, Vitamin C",No,Yes,Yes
Kothamalli Thokku,Puducherry,Vegan,None,120,6,8.0,2,2,100,"Vitamin A, Vitamin C",No,Yes,Yes
Mutton Chukka,Puducherry,Non-Veg,None,420,5,32.0,38,1,540,"Vitamin B12, Vitamin B6",No,Yes,Yes
Ulli Theeyal,Puducherry,Vegan,None,190,25,10.0,4,3,160,"Vitamin C, Vitamin A",No,Yes,Yes
Kadala Curry,Puducherry,Vegan,None,230,30,8.0,10,2,210,"Vitamin B6, Vitamin B1",No,Yes,Yes
Chicken Kulambu,Puducherry,Non-Veg,None,400,12,26.0,30,2,500,"Vitamin B6, Vitamin D",No,Yes,Yes
Paniyaram,Puducherry,Veg,None,180,20,8.0,5,2,140,"Vitamin B1, Vitamin B2",No,Yes,Yes
Murukku,Puducherry,Vegan,None,250,30,12.0,6,3,200,"Vitamin B1, Vitamin B6",No,Yes,Yes
Kappa,Puducherry,Vegan,None,140,28,4.0,1,1,100,"Vitamin C, Vitamin B9",No,Yes,Yes
Pakhala Bhata,Odisha,Vegan,None,120,22,1.0,3,1,40,Vitamin B,No,Yes,Yes
Dalma,Odisha,Veg,None,200,30,5.0,10,4,70,"Vitamin A, C",No,Yes,Yes
Chuda Ghasa,Odisha,Vegan,None,150,30,2.0,5,2,50,Vitamin B,No,Yes,Yes
Macha Tarkari,Odisha,Non-Veg,Fish,250,10,15.0,25,3,80,"Vitamin A, D",No,Yes,Yes
Kanika,Odisha,Veg,None,230,45,6.0,8,5,90,Vitamin B,No,Yes,Yes
Raja Chura,Odisha,Vegan,None,180,35,3.0,6,2,60,Vitamin C,No,Yes,Yes
Khatta,Odisha,Veg,None,120,20,1.0,2,10,50,Vitamin C,No,Yes,Yes
Dahi Bara Aloo Dum,Odisha,Veg,Dairy,350,50,10.0,15,12,100,"Vitamin B, C",No,Yes,Yes
Aloo Posto,Odisha,Veg,None,220,30,8.0,4,2,70,Vitamin C,No,Yes,Yes
Ambila,Odisha,Veg,None,190,25,4.0,7,4,60,"Vitamin A, C",No,Yes,Yes
Santula,Odisha,Veg,None,150,20,2.0,4,3,50,Vitamin C,No,Yes,Yes
Khichdi,Odisha,Veg,None,200,35,3.0,8,2,60,Vitamin B,No,Yes,Yes
Macha Besara,Odisha,Non-Veg,Fish,270,15,20.0,28,5,85,"Vitamin A, D",No,Yes,Yes
Rasam,Odisha,Vegan,None,100,10,1.0,3,2,30,Vitamin C,No,Yes,Yes
Bhendi Fry,Odisha,Veg,None,180,20,10.0,4,1,60,"Vitamin A, C",No,Yes,Yes
Chhenna Poda,Odisha,Veg,Dairy,300,40,15.0,20,10,100,"Vitamin B, C",No,Yes,Yes
Biryani,Odisha,Non-Veg,None,400,55,15.0,25,10,120,"Vitamin A, C",No,Yes,Yes
Pithas,Odisha,Veg,None,250,50,8.0,12,6,90,Vitamin B,No,Yes,Yes
Puri Sabji,Odisha,Veg,None,320,45,20.0,10,5,100,"Vitamin A, C",Yes,No,No
Chhena Jhili,Odisha,Veg,Dairy,350,40,18.0,22,8,110,Vitamin B,No,Yes,Yes
Ghee Rice,Odisha,Veg,Dairy,330,50,15.0,7,5,90,Vitamin A,No,Yes,Yes
Murgi Kasa,Odisha,Non-Veg,Chicken,300,20,25.0,28,4,80,"Vitamin A, B",No,Yes,Yes
Bhaja Macha,Odisha,Non-Veg,Fish,250,15,20.0,25,5,75,"Vitamin A, D",No,Yes,Yes
Chingudi Malai Curry,Odisha,Non-Veg,Shrimp,350,10,25.0,30,6,85,"Vitamin A, B",No,Yes,Yes
Saja Dali,Odisha,Veg,None,180,25,5.0,7,3,55,Vitamin C,No,Yes,Yes
Pakhala,Odisha,Vegan,None,130,28,2.0,4,1,45,Vitamin B,No,Yes,Yes
Bamboo Shoot Curry,Odisha,Veg,None,190,20,6.0,8,3,50,Vitamin C,No,Yes,Yes
Moong Dal Chilla,Odisha,Veg,None,250,35,7.0,12,4,70,Vitamin B,No,Yes,Yes
Chenna Kasa,Odisha,Veg,Dairy,220,30,8.0,9,5,65,Vitamin C,No,Yes,Yes
Mutton Kasa,Odisha,Non-Veg,Mutton,320,15,30.0,35,7,100,"Vitamin A, B",No,Yes,Yes
Macha Rai,Odisha,Non-Veg,Fish,280,20,22.0,25,8,85,"Vitamin A, D",No,Yes,Yes
Dahi Pakhala,Odisha,Veg,Dairy,180,25,4.0,6,5,50,"Vitamin B, C",No,Yes,Yes
Chakuli Pitha,Odisha,Veg,None,200,30,5.0,7,4,60,Vitamin C,No,Yes,Yes
Biri Biri,Odisha,Veg,None,190,20,6.0,8,3,55,Vitamin A,No,Yes,Yes
Chana Tarkari,Odisha,Veg,None,220,30,8.0,10,4,70,"Vitamin B, C",No,Yes,Yes
Macha Khatta,Odisha,Non-Veg,Fish,250,15,20.0,25,6,75,"Vitamin A, D",No,Yes,Yes
Kheema,Odisha,Non-Veg,Mutton,320,20,30.0,35,8,95,"Vitamin A, B",No,Yes,Yes
Aloo Chana Curry,Odisha,Veg,None,200,35,5.0,8,3,65,"Vitamin B, C",No,Yes,Yes
Dahi Bara,Odisha,Veg,Dairy,250,30,7.0,12,6,80,Vitamin C,No,Yes,Yes
Fish Fry,Odisha,Non-Veg,Fish,280,10,25.0,30,5,85,"Vitamin A, D",No,Yes,Yes
Guguni,Odisha,Veg,None,180,25,5.0,7,3,60,"Vitamin B, C",No,Yes,Yes
Pakhal Pitha,Odisha,Veg,None,200,30,6.0,8,4,65,Vitamin C,No,Yes,Yes
Mutton Kebab,Odisha,Non-Veg,Mutton,350,15,30.0,35,7,100,"Vitamin A, B",No,Yes,Yes
Khatta Meetha,Odisha,Veg,None,160,25,5.0,6,10,55,Vitamin C,No,Yes,Yes
Prawn Curry,Odisha,Non-Veg,Prawn,270,15,20.0,25,6,80,"Vitamin A, B",No,Yes,Yes
Chenna Curry,Odisha,Veg,Dairy,210,30,7.0,9,5,70,Vitamin C,No,Yes,Yes
Macha Rasa,Odisha,Non-Veg,Fish,280,20,25.0,30,7,85,"Vitamin A, D",No,Yes,Yes
Aloo Gobi,Odisha,Veg,None,220,30,6.0,8,3,60,Vitamin C,No,Yes,Yes
Chenna Poda,Odisha,Veg,Dairy,300,40,15.0,20,12,110,Vitamin B,No,Yes,Yes
Mutton Kasa,Odisha,Non-Veg,Mutton,320,15,30.0,35,8,95,"Vitamin A, B",No,Yes,Yes
Pitha,Odisha,Veg,None,200,30,6.0,8,4,65,Vitamin C,No,Yes,Yes
Aloo Methi,Odisha,Veg,None,190,25,4.0,7,2,60,Vitamin C,No,Yes,Yes
Kakharu Pitha,Odisha,Veg,None,180,30,5.0,6,4,55,Vitamin C,No,Yes,Yes
Fish Curry,Odisha,Non-Veg,Fish,280,20,25.0,30,6,80,"Vitamin A, D",No,Yes,Yes
Chicken Curry,Odisha,Non-Veg,Chicken,320,15,30.0,35,7,95,"Vitamin A, B",No,Yes,Yes
Chhenna Kheema,Odisha,Veg,Dairy,230,30,8.0,10,6,70,Vitamin C,No,Yes,Yes
Chura Pakhala,Odisha,Vegan,None,150,28,2.0,5,3,50,Vitamin B,No,Yes,Yes
Macher Jhal,Odisha,Non-Veg,Fish,250,15,20.0,25,5,75,"Vitamin A, D",No,Yes,Yes
Chhena Besara,Odisha,Veg,Dairy,220,30,7.0,8,4,70,Vitamin C,No,Yes,Yes
Dalma Pakhala,Odisha,Veg,None,210,35,5.0,8,3,60,Vitamin B,No,Yes,Yes
Chenna Poda,Odisha,Veg,Dairy,310,40,16.0,22,9,100,Vitamin B,No,Yes,Yes
Smoked Pork with Bamboo Shoot,Nagaland,Non-Veg,Pork,400,10,25.0,30,5,700,Vitamin B12,No,Yes,Yes
Naga King Chilli Pickle,Nagaland,Non-Veg,Chili,150,10,5.0,2,2,500,Vitamin C,No,Yes,Yes
Pork Ribs with Bamboo Shoot,Nagaland,Non-Veg,Pork,350,15,20.0,25,5,600,Vitamin B6,No,Yes,Yes
Rice Cake,Nagaland,Veg,None,250,50,5.0,3,10,200,Vitamin B1,No,Yes,Yes
Chicken with Naga Chili,Nagaland,Non-Veg,Chicken,400,20,25.0,35,5,800,Vitamin B12,No,Yes,Yes
Fermented Soybean Paste,Nagaland,Vegan,Soybean,100,15,2.0,5,2,400,Vitamin B2,No,Yes,Yes
Naga Fish Curry,Nagaland,Non-Veg,Fish,350,12,20.0,30,7,700,Vitamin D,No,Yes,Yes
Pork with Bamboo Shoot Soup,Nagaland,Non-Veg,Pork,250,10,15.0,20,4,600,Vitamin C,No,Yes,Yes
Vegetable Stew,Nagaland,Veg,None,200,30,5.0,5,7,300,Vitamin A,No,Yes,Yes
Naga Style Fried Fish,Nagaland,Non-Veg,Fish,300,10,18.0,25,4,500,Vitamin B12,No,Yes,Yes
Naga Bean Curry,Nagaland,Vegan,Beans,250,30,4.0,10,5,400,Vitamin B6,No,Yes,Yes
Naga Pork Belly,Nagaland,Non-Veg,Pork,400,15,30.0,25,6,800,Vitamin A,No,Yes,Yes
Khawza,Nagaland,Veg,None,300,50,10.0,15,20,250,Vitamin B12,No,Yes,Yes
Smoked Pork Ribs,Nagaland,Non-Veg,Pork,350,12,25.0,20,5,650,Vitamin B6,No,Yes,Yes
Naga Spicy Chicken,Nagaland,Non-Veg,Chicken,400,15,20.0,30,7,750,Vitamin C,No,Yes,Yes
Rice with Naga Pork,Nagaland,Non-Veg,Pork,450,60,20.0,25,10,900,Vitamin B12,No,Yes,Yes
Naga Bamboo Shoot Salad,Nagaland,Veg,None,150,20,5.0,3,2,150,Vitamin A,No,Yes,Yes
Naga Green Chili Paste,Nagaland,Vegan,Chili,100,10,4.0,2,1,200,Vitamin C,No,Yes,Yes
Pork with Naga Herbs,Nagaland,Non-Veg,Pork,400,15,30.0,35,6,700,Vitamin B6,No,Yes,Yes
Vegetable Stir Fry,Nagaland,Veg,None,200,25,7.0,5,8,250,Vitamin A,No,Yes,Yes
Naga Chili Chicken,Nagaland,Non-Veg,Chicken,350,12,22.0,30,4,650,Vitamin B12,No,Yes,Yes
Bamboo Shoot and Pork Curry,Nagaland,Non-Veg,Pork,300,15,20.0,25,5,600,Vitamin B6,No,Yes,Yes
Sticky Rice with Pork,Nagaland,Non-Veg,Pork,400,60,15.0,20,10,800,Vitamin C,No,Yes,Yes
Pork and Bamboo Shoot Salad,Nagaland,Non-Veg,Pork,250,12,10.0,15,3,500,Vitamin B12,No,Yes,Yes
Naga Style Fish Fry,Nagaland,Non-Veg,Fish,300,15,20.0,30,5,600,Vitamin D,No,Yes,Yes
Chicken Soup with Herbs,Nagaland,Non-Veg,Chicken,200,5,15.0,25,3,400,Vitamin B12,No,Yes,Yes
Pork with Green Beans,Nagaland,Non-Veg,Pork,350,15,25.0,30,4,650,Vitamin C,No,Yes,Yes
Spicy Naga Chicken Wings,Nagaland,Non-Veg,Chicken,350,10,20.0,25,7,700,Vitamin B6,No,Yes,Yes
Vegetable Curry with Rice,Nagaland,Veg,None,300,55,10.0,8,12,250,Vitamin A,No,Yes,Yes
Pork with Garlic and Ginger,Nagaland,Non-Veg,Pork,400,10,30.0,20,6,700,Vitamin B12,No,Yes,Yes
Naga Meat Stew,Nagaland,Non-Veg,Beef,350,12,25.0,30,5,600,Vitamin B6,No,Yes,Yes
Naga Style Boiled Vegetables,Nagaland,Veg,None,150,20,2.0,5,4,200,Vitamin A,No,Yes,Yes
Naga Dry Fish,Nagaland,Non-Veg,Fish,200,5,10.0,20,3,400,Vitamin D,No,Yes,Yes
Bamboo Shoot and Fish Curry,Nagaland,Non-Veg,Fish,300,15,20.0,25,7,600,Vitamin B12,No,Yes,Yes
Naga Chicken Roast,Nagaland,Non-Veg,Chicken,400,12,25.0,30,6,700,Vitamin C,No,Yes,Yes
Pork with Red Chilli,Nagaland,Non-Veg,Pork,350,20,20.0,25,4,650,Vitamin B6,No,Yes,Yes
Naga Style Spicy Rice,Nagaland,Veg,None,250,60,5.0,10,8,300,Vitamin B12,No,Yes,Yes
Vegetable and Pork Stew,Nagaland,Non-Veg,Pork,300,20,10.0,20,5,500,Vitamin C,No,Yes,Yes
Naga Pork with Herbs,Nagaland,Non-Veg,Pork,350,10,30.0,25,6,600,Vitamin B12,No,Yes,Yes
Pork with Naga Spices,Nagaland,Non-Veg,Pork,400,15,25.0,35,7,700,Vitamin B6,No,Yes,Yes
Naga Style Chicken Stew,Nagaland,Non-Veg,Chicken,300,10,20.0,25,4,500,Vitamin C,No,Yes,Yes
Bamboo Shoot Stir Fry,Nagaland,Veg,None,200,25,5.0,5,6,300,Vitamin A,No,Yes,Yes
Pork and Beans Curry,Nagaland,Non-Veg,Pork,350,20,15.0,25,7,600,Vitamin B12,No,Yes,Yes
Spicy Naga Fried Rice,Nagaland,Veg,None,300,65,7.0,12,9,250,Vitamin C,No,Yes,Yes
Chicken and Bamboo Shoot Soup,Nagaland,Non-Veg,Chicken,250,12,15.0,20,5,500,Vitamin B12,No,Yes,Yes
Naga Style Pork Ribs,Nagaland,Non-Veg,Pork,400,15,30.0,20,6,700,Vitamin B6,No,Yes,Yes
Vegetable and Bean Soup,Nagaland,Vegan,Beans,200,30,5.0,10,8,250,Vitamin A,No,Yes,Yes
Spicy Pork Stir Fry,Nagaland,Non-Veg,Pork,350,20,25.0,30,5,600,Vitamin B12,No,Yes,Yes
Naga Fish and Bamboo Shoot Stew,Nagaland,Non-Veg,Fish,300,15,20.0,25,6,600,Vitamin D,No,Yes,Yes
Rice with Naga Beans,Nagaland,Vegan,Beans,300,55,10.0,15,7,350,Vitamin B6,No,Yes,Yes
Pork with Naga Vegetables,Nagaland,Non-Veg,Pork,350,20,25.0,30,5,650,Vitamin C,No,Yes,Yes
Naga Style Spicy Fish,Nagaland,Non-Veg,Fish,300,10,15.0,25,4,500,Vitamin B12,No,Yes,Yes
Pork with Soybean,Nagaland,Non-Veg,Pork,350,15,20.0,25,6,600,Vitamin B6,No,Yes,Yes
Naga Chicken with Herbs,Nagaland,Non-Veg,Chicken,400,12,25.0,30,5,700,Vitamin C,No,Yes,Yes
Vegetable and Pork Fried Rice,Nagaland,Non-Veg,Pork,400,60,15.0,20,8,750,Vitamin B12,No,Yes,Yes
Naga Pork and Bean Curry,Nagaland,Non-Veg,Pork,350,20,20.0,30,7,650,Vitamin C,No,Yes,Yes
Naga Style Green Chili Soup,Nagaland,Vegan,Chili,150,20,5.0,3,2,200,Vitamin C,No,Yes,Yes
Smoked Fish with Bamboo Shoot,Nagaland,Non-Veg,Fish,300,12,15.0,20,4,500,Vitamin B12,No,Yes,Yes
Naga Pork Belly Stew,Nagaland,Non-Veg,Pork,400,15,30.0,25,6,700,Vitamin B6,No,Yes,Yes
Vegetable and Rice Stir Fry,Nagaland,Veg,None,250,55,7.0,10,6,250,Vitamin A,No,Yes,Yes
Pork with Naga Sauce,Nagaland,Non-Veg,Pork,350,12,25.0,30,7,600,Vitamin C,No,Yes,Yes
Naga Chicken and Bamboo Shoot,Nagaland,Non-Veg,Chicken,350,20,15.0,30,4,650,Vitamin B12,No,Yes,Yes
Rice with Naga Bean Stew,Nagaland,Vegan,Beans,300,60,5.0,10,8,350,Vitamin B6,No,Yes,Yes
Naga Pork with Ginger,Nagaland,Non-Veg,Pork,400,10,30.0,25,6,700,Vitamin C,No,Yes,Yes
Naga Style Fish Stew,Nagaland,Non-Veg,Fish,300,10,20.0,25,5,600,Vitamin B12,No,Yes,Yes
Vegetable and Pork Rice Bowl,Nagaland,Non-Veg,Pork,350,55,10.0,20,8,700,Vitamin C,No,Yes,Yes
Naga Spicy Pork Curry,Nagaland,Non-Veg,Pork,400,20,25.0,30,6,700,Vitamin B12,No,Yes,Yes
Chicken and Bean Curry,Nagaland,Non-Veg,Chicken,350,20,15.0,25,5,650,Vitamin C,No,Yes,Yes
